32:27.8,390762.3,33.6035213,73.20843522,507.121,0.613227,0.165115,0.745088
32:27.9,390762.4,33.60352089,73.2084352,507.212,-0.139557,0.276563,-0.44704
32:28.0,390762.5,33.60352137,73.20843417,507.117,0.110968,0.024533,0.144434
32:28.1,390762.6,33.60352204,73.2084328,507.06,-0.145248,-0.061581,-0.167703
32:28.2,390762.7,33.60352356,73.20843227,506.844,0.263034,0.112697,0.859774
32:28.3,390762.8,33.60352521,73.20843312,506.856,-0.521423,-0.087921,-0.884692
32:28.5,390762.9,33.60352663,73.20843377,506.697,-0.361642,0.016859,-0.6531
32:28.5,390763,33.60352649,73.20843491,506.692,0.088426,0.064706,0.139441
32:28.6,390763.1,33.60352722,73.2084326,506.184,0.013178,-0.295299,-0.453658
32:28.7,390763.2,33.60352667,73.2084342,506.469,0.074788,0.179946,0.33305
32:28.8,390763.3,33.603526,73.20843424,506.313,0.035115,0.09309,0.215947
32:28.9,390763.4,33.60352491,73.20843472,506.197,0.011322,0.087462,0.039889
32:29.0,390763.5,33.60352335,73.20843317,505.981,-0.051324,-0.291146,-0.091049
32:29.1,390763.6,33.60352247,73.20843232,506.536,0.02925,-0.024226,-0.327539
32:29.2,390763.7,33.60352033,73.20843209,507.315,0.014523,0.004419,-0.345774
32:29.4,390763.8,33.60352085,73.20843265,507.058,0.075465,-0.098796,-0.305046
32:29.5,390763.9,33.60352172,73.20843183,507.145,0.099229,0.015642,0.170924
32:29.5,390764,33.60352271,73.2084324,506.969,0.026649,-0.028082,-0.001463
32:29.6,390764.1,33.60352449,73.20843255,507.095,0.174328,-0.007725,0.12321
32:29.7,390764.2,33.60352391,73.20843235,507.142,0.073044,-0.019997,0.128489
32:29.8,390764.3,33.60352481,73.2084323,506.968,-0.221185,-0.052774,-0.330168
32:29.9,390764.4,33.60352534,73.20843233,506.782,0.139938,-0.014362,0.241158
32:30.0,390764.5,33.60352548,73.20843311,506.702,0.10101,0.152761,0.141487
32:30.1,390764.6,33.6035245,73.20843304,506.674,-0.274529,0.038107,-0.677312
32:30.2,390764.7,33.60352411,73.20843258,506.879,0.122543,0.048484,0.087512
32:30.3,390764.8,33.6035211,73.20843194,507.215,0.191497,-0.018403,0.135714
32:30.4,390764.9,33.60352157,73.20843216,506.992,-0.11148,0.029368,-0.09306
32:30.5,390765,33.60352229,73.20843163,506.878,-0.168389,0.136888,-0.14181
32:30.6,390765.1,33.60352274,73.20843201,506.898,-0.119409,0.032463,-0.066796
32:30.7,390765.2,33.60352335,73.20843262,506.871,-0.116661,0.074864,0.029334
32:30.8,390765.3,33.60352316,73.20843254,506.921,-0.071472,-0.299559,-0.01152
32:30.9,390765.4,33.60352261,73.20843384,507.554,0.130872,0.159134,-0.215042
32:31.0,390765.5,33.60352167,73.20843458,507.704,-0.182746,0.036075,-0.171544
32:31.1,390765.6,33.60352076,73.20843613,507.797,0.050546,0.061391,0.533152
32:31.2,390765.7,33.60351951,73.20843789,507.921,0.016703,0.003367,0.393201
32:31.3,390765.8,33.60351915,73.2084402,507.81,-0.109152,0.045527,-0.175325
32:31.4,390765.9,33.60352083,73.20844045,507.189,-0.035268,0.053548,0.340079
32:31.5,390766,33.60352184,73.20844054,506.97,-0.173145,-0.072255,-0.435795
32:31.6,390766.1,33.6035212,73.2084413,507.48,0.004672,-0.200324,-0.149918
32:31.7,390766.2,33.60352182,73.20844023,507.485,0.074341,0.182084,0.186318
32:31.8,390766.3,33.60352166,73.20844074,507.267,0.092739,-0.086529,0.303634
32:31.9,390766.4,33.60352104,73.20843979,507.211,0.272583,0.00924,0.560608
32:32.0,390766.5,33.60352268,73.20843886,507.16,-0.114683,-0.041368,-0.268069
32:32.1,390766.6,33.60352195,73.20843725,506.794,-0.361683,-0.071286,-0.824076
32:32.2,390766.7,33.60352263,73.20843729,506.776,-0.051458,0.127536,0.428922
32:32.3,390766.8,33.60352316,73.20843835,506.221,-0.082558,-0.098249,-0.096384
32:32.4,390766.9,33.60352373,73.20843653,506.405,0.137905,-0.01828,0.235554
32:32.5,390767,33.60352434,73.20843573,506.163,0.057819,0.214763,0.317385
32:32.6,390767.1,33.60352476,73.20843567,506.262,0.087086,0.00515,-0.298497
32:32.7,390767.2,33.60352457,73.20843601,506.525,-0.110754,0.107445,-0.561482
32:32.8,390767.3,33.60352402,73.20843578,506.575,-0.01185,0.244288,0.197559
32:32.9,390767.4,33.60352229,73.20843501,507.052,0.044434,0.063608,0.293587
32:33.0,390767.5,33.60352335,73.20843402,507.308,-0.012002,-0.021862,-0.090938
32:33.2,390767.6,33.60352353,73.20843495,507.05,-0.141433,0.147132,-0.11365
32:33.3,390767.7,33.60352274,73.20843445,507.441,-0.289122,-0.116445,-0.701927
